source,target
百万,一个 千 钱 数量 金额 大 
第百万,数学 百万 地方 数字 大 
千足虫,bug 小 腿 昆虫 许多 
介意,思想 智能 思考 正文 脑 
我的,拥有 您的 自己 煤 属于 
矿物,发现 地球 物质 岩石 自然 
最小,最小 小 最大 低 金额 
貂皮,狩猎 牙齿 快速 费用 棕色 动物 四个 小 软 尾 腿 大衣 眼睛 毛皮 哺乳动物 人 
貂皮大衣,棕色 费用 颜色 貂皮 动物 丰富 温暖 女人 磨损 毛皮 软 黑色 人 
now鱼,动物 诱饵 小 学校 水 鱼 游泳 吃 植物 鳍 g 
较小,音乐 年轻 小 十八 饮料 下 重要 主要 年龄 少 人 
薄荷,风味 糖果 药草 条件 硬币 新鲜 钱 植物 呼吸 绿色 
薄荷糖,糖果 好 药草 气味 新鲜 呼吸 
减号,加号 数学 减去 求和 采取 较少 相反 取反 加 
分钟,六十 一个 小 第二个 时间 会议 小时 秒 
海市rage楼,光学 真正 沙漠 原因 错觉 图像 请参阅 假 热 半透明 
镜子,运气 壁 反射 大小 休息 光泽 如果 坏 显示 房子 浴室 玻璃 卧室 给定 
恶作剧,搞笑 玩笑 播放 原因 麻烦 错 儿童 把戏 实用 行为 
小姐,那位女士 命中 结婚 女人 失败 
导弹,快速 杀死 费用 飞机 武器 金属 破坏 陆军 发射 长 爆炸 危险 飞 战争 核 弹头 范围 
薄雾,云 光 雨 水 冷 湿 起雾 
先生,男人 标题 绅士 名称 先生 男性 
误解,解释 理解 正确 错误 失败 
护城河,周围 水 风沟 城堡 保护 生成 填充 
暴民,帮派 人 犯罪 集团 大 愤怒 
现代,今天 新 时间 当前 向上 日期 现在 
潮湿,干燥 潮湿 湿 水 
模具,旧 食品 成长 毛 绿色 
_鼠动物,鼻子 棕色 爪 短 挖 脚 地面 孔 洞穴 小 四 动物 腿 毛皮 啮齿动物 头发 视线 
熔融的,热的 熔岩 金属 熔体 液体的 
妈妈,爱 她 母亲 出生 给 儿童 护理 人 
时刻,短 小 期间 时间 金额 分钟 秒 
君主,类型 国王 蝴蝶 规则 女王 皇家 
修道院,修女 生活 和尚 地方 房子 宗教 
星期一,星期日 天 工作 之前 星期 第一 之后 星期二 
钱,绿色 丰富 纸 购买 货币 
赚钱的人,工作 丰富 钱 人 
猫鼬,杀死 动物 小 蛇 毛皮 哺乳动物 
和尚,秃头 长袍 宗教 奉献 
猴子,生活 动物 人类 树 长 攀爬 尾巴 香蕉 
单调,相同 乏味 睡眠 一个 语音 沉闷 钻孔 声音 音高 重复 更改 音 孔 
怪物,想象 动物 生物 恐慌 惊吓 
月,十二 一个 三十一 天 期间 年 时间 三十 二十八 日历 周 
每月,一次 天 定期 发生 每月 
纪念碑,内存 雕像 荣誉 结构 生成 人 
月亮,一个月 卫星 月球 光 地球 行星 晚上 自然 
月光,反射 光 关闭 月亮 晚上 
驼鹿,狩猎 鹿角 野生 棕色 动物 肉 四 作为 木材 草食动物 人 腿 吃 毛皮 哺乳动物 头发 大 蹄 
拖把,工具 地板 清洁 水 海绵 液体 手 
道德,好 道德 对 良好 错 伦理 价值 行为 人 
更多,想要 更少 数量 增加 
早上,上升 苏醒 早期 早餐 一天 太阳 向上 人 
白痴,哑巴 愚蠢 智能 白痴 人 
莫尔斯电报,点 沟通 代码 电报 破折号 字母 
抵押,财产 贷款 债务 首页 钱 银行 房子 支付 
苔藓,北 成长 植物 树 绿色 
大多数,多数 数量 大 更多 
汽车旅馆,污垢 住宿 酒店 便宜 地方 房间 
蛾,棕色 小 光 有吸引力 昆虫 吃 翼 飞 灰色 布 
母亲,爱 出生 女人 儿童 给 护理 女性 父母 
一动不动,移动 仍然 站 议案 死了 
电机,移动 设备 机械 电源 部分 运行 机 引擎 汽车 
摩托车,两个 刹车打开 地狱 风 哈雷 气体 汽油 人 快速 旅行 马达 乐趣 小 机 车辆 运输 自行车 一个 人类 车轮 或 噪声 戴维森 危险 皮革 座 对象 大声 
山,山 顶部 岩 滑雪 雪 冷 高 攀爬 徒步旅行 大 
鼠标,锋利 四耳朵 恐慌 外部 计算 宠物 猫 长 吃 哺乳动物 毛皮 尾巴 快速 小 腿 陷阱 可爱 灰色 奶酪 棕色 鼻子 吱吱声 杀死 壁 实验 白色 啮齿动物 头发 挖 搞笑 动物 字段 食品 像 晶须 大 偷 
mouse_computer,两个 鼠标 光标 计算 小 球 绳 连接 垫 单击 按钮 塑料 举行 三 控制 手 
慕斯,蓬松 生产 光 沙漠 样式 鞭子 奶油 白 头发 泡沫 
嘴里,沟通 肌肉 嘴唇 牙医动物 水 单词 吃 低 牙齿 孔 舌头 鼻子 移动 噪声 红色 窗口 有趣 清洁 谈话 重要 脸 呼吸 输入 大 微笑 
移动,当前 飞开始 更改 直接 向着 旅行 转 运输 自行车 关闭 哭泣 运行 行动 移动 好 人类 ​​继续 采取 退出 驱动器 步行 出 目的地 定位 离开 骑 
割,草 草坪 修剪 向下 切 
割草机,草 草坪 切 机 割 
泥,污垢 棕色 水 湿 地球 软 土壤 
松饼,好 早餐 蛋糕 食品 卷 面包 吃 烘烤 杯子蛋糕 
ule子,动物 驴 马 野兽 
乘法,数学 更多 数字 增加 除法 
木乃伊,埃及 墓 保留 电影 死 环绕 正文 布 人 
谋杀,两个 法律 破坏 电影 死亡 悲伤 家庭 自愿 无辜 恐惧 愤怒 伤害 犯罪 神秘结束 刺 行动 杀死 生活 人类 暗 血液 采取 红色 击败 惩罚 坏 武器 意图 射击 监狱 后果 暴力 对象 
凶手,杀死 法律 谋杀 提交 犯罪 人 
肌肉,移动 强度 正文 工作 强 生成 大 
蘑菇,花园 无 吃 植物 小 成分 真菌 干 灰色 棕色 野生 颜色 库克 性质 药物 比萨饼蔬菜 混合 顶部 沙拉 类型 湿 贝尔 毒药 软 
音乐,曲调 仪器 声音 旋律 歌曲 
麝香,臭 古龙水 气味 
必须,需要 必须 绝对 
小胡子,男人 以上 嘴唇 脸 头发 
静音,安静 谈话 声音 说 沉默 可以 
枪口,动物 噪声 表带 狗 嘴里 结束 防止 磨损 皮革 咬伤 约束 
谜团,小说 书 解决 拼图 知道 
神秘,魔术 解释 神秘 独角兽 知道 
神话,小说 古代 故事 传说 研究 神话 传奇 神 真实 
g,旧 抱怨 母亲 讨厌的人 Pester 结束 重复 马 
钉,锋利 金属 木 长 塑料 举行 挂 上 小 木材 平 一轮 生成 硬 锤 东西 手指 结束 在一起 点 建设 
天真,天真 经验 意识到 年轻 忽略 
裸体,暴露 性别 封面 裸 有 布 
名称,图 单词 身份 电话 人 
小睡,睡眠 短 时期 一天 休息 期间 时间 简短 
餐巾,颜色 折叠 布 表 纸张 擦 清洁 在 广场 地方 嘴里 白 晚餐 软 大腿 手 处理 
窄,小 宽 紧 空间 皮肤 薄 
本机,地区 美国 起源 国家 印度 
自然,具有 发生 正常 自然 人 
性质,草 外部 动物 户外 植物 花卉 树 人 
导航员,告诉 直接 指南针 地图 给予 方式 船 人 
海军,颜色 军事 陆军 水 手臂 强制力 海 船 蓝色 
近,远 近 几乎 
整洁,组织 凉爽 干净 顺序 整洁 
必要的,重要的 需要 选项 必要的 
脖子,敏感 胸部 凝视 思考 肌肉 骨休息 长 正文 薄 头 说 弯曲 好奇 肉 附加 转 声音 事故 移动 鼻子 一个 皮肤 喉咙 看看 顶部 短 谈话 支持 重要 呼吸 扭曲 
项链,费用 银 配件 吊坠 长 女人 魅力 购买 磨损 黄金 珠子 珠宝 值 情绪 扣环 出售 周围 珍珠 脖子 钻石 存储 礼品 
油桃,水果 夏季 没有 小 坑 甜 桃子 很好 模糊 皮肤 吃 成长 光滑 树 果汁 
需要,生活 必要性 食品 水 想要 生存 庇护所 
针,线程 一起 医生 锐利 缝 针 点 缝制 布 线 
有需要,抱住 可怜 需要 想要 儿童 
负面,数学 好 态度 正面 坏 数量 向下 零 对面 
过失,懒惰 忽视 忘记 护理 忽略 
谈判,同意 来 讨价还价 妥协 讨论 交易 易货 人 
邻里,生活 社区 朋友 街道 区域 地方 家庭 首页 房子 集团 人 
侄子,男孩 爱 兄弟 表弟 关系 侄女 阿姨 儿子 叔叔 兄弟姐妹 家庭 儿童 可爱 男性 姐姐 年轻 成员 
书呆子,计算 智能 人 玻璃 怪胎 
神经,神经 感觉 系统 冲动 有意识 信号 通过 正文 部分 疼痛 脑 向上 传输 感官 
紧张,拉伸 舒适 紧张 严格 棕榈 现在 摇动 人 乐趣 汗 放松 担心 感觉 压力 测试 蝴蝶 焦虑 胃 神经 刚性 情感 通过 紧 应力 咬伤 恐慌 
净,绳 互联网 鱼 渔获 网 
网络,系统 网站 计算 站 连接 组 人 
神经元,神经 身体 科学 脑 细胞 
中子,中性 科学 部分 质子 原子 
永远不会,总是 否定 发生 永远 
新的,最近 起源 新鲜 之前 晚 
新闻,通知 事件 好 纸张 坏 报纸 广播 电视 报告 世界 人 
报纸,通知 新 阅读 文章 白 纸 黑色 
报摊,出售 放置 杂志 报纸 购买 立场 
牛顿,力 名称 法律 物理 科学 单位 重力 议案 
接下来,移动 来 行 跟随 之后 
镍,银 金属 硬币 分 钱 五个 毛钱 货币 
昵称,搞笑 朋友 名称 短小 人 
尼古丁,烟草 药物 查找 雪茄 成瘾者 物质 
侄女,女儿 阿姨 兄弟 叔叔 兄弟姐妹 家庭 姐姐 相关 女孩 成员 
睡衣,两个 颜色 丝绸 短 件 棉花 床 衬衫 夜 棉 裤子 长 温暖 舒适 女人 磨损 软 布 
夜莺,羽毛 翼 飞 唱歌 喙 鸟 
噩梦,睡眠 梦 坏 恐慌 恐惧 
九,八 十 之前 数字 三 
氮气,颜色 化工 表 查找 周期 气体 元素 大气 空气 
没有,缺少 拒绝 什么都没有 响应 相反 存在 错过 缺席 独自一人 一个 钻孔 是 坏 零 答案 空白 空 否定 停止 
噪声,干扰 污染 想要 声音 大声 
嘈杂,讨厌 安静 声音 噪音 大声 
游牧民族,移动 旅行 一个 地方 首页 漫游 人 
废话,愚蠢 嘲笑 有道理 平均 傻 
面条,意大利 库克 大 意大利面 食品 酱 软 粮食 水 吨 丰富 许多 面粉 长 小麦 数量 碳水化合物 亚洲 
中午,十二 天 太阳 高 时间 午餐 o 中间 时钟 
规范,标准 期望 平均 正常 常规 
正常,标准 期望 普通 平均 人 
北,直接 指南针 极 相反 冷 南 向上 点 
鼻子,锋利 打击 平滑 长 孔 休息 气味 一轮 形状 保护 人类 眼睛 头发 感官 口味 搞笑 大小 脸 油 对象 呼吸 软 喙 空气动物 
与否定,否 相反 可以 
请注意,音乐 介意 纸 写 消息 
笔记本,绑定 书 请注意 小 学校 页面 纸 写 
通知,通知 哺乳动物 耳朵 告诉 参加 观察 气味 警报 行动 人类 可见 认识 渔获 意识到 意图 眼 方法 建议 知道 看看 动物 兴趣 请参阅 有义 
名词,适当 名称 语音 地方 部分 人 
新手,菜鸟 新 经验 开始 
现在,正确 立即 时间 当前 时刻 现在 
核,放射性 原子 炸弹 电源 能源 武器 战争 反应 
大量,多个 许多 数量 大量 大 
修女,生活 奉献 教堂 公约 性别 习惯 天主教 基督 已婚 白 女人 磨损 神 宗教 女性 黑色 
护士,协助 医院 帮助 磨砂 医生 女人 生病 护理 工作 医学 人 
螺母,松鼠 食品 花生 吃 树 热衷 人 
坚果,热潮 松鼠 食品 种子 花生 吃 植物 树 
尼龙,拉伸 穿 女人 材料 薄 织物 缓解 透明 合成 腿 脚趾 颜色 东西 裙子 布 连裤袜 服饰 股票 使 
橡木,棕色 硬 大 家具 动物 作为 木材 高 首页 成长 离开 树 使 森林 强 
绿洲,沙漠 地方 水 区域 避难所 中间 
誓言,绑定 誓言 同意 发誓 确保 安全 给予 承诺 人 
燕麦,谷物 食品 吃 粮食 马 
服从,告诉 命令 听着 按照 规则 
对象,项目 名词 触摸 有形 举行 
客观,愿望 原因 目标 完成 主要 
义务,期望 响应 要求 职责 承诺 
令人讨厌的,讨厌的 粗鲁的 坏的 请 大声的 
双簧管,音乐 仪器 单簧管 播放 木 
晦涩,清除 隐藏 请参阅 黑暗 知道 
观察,专心 注意 看 
痴迷,思想 思考 想要 常数 人 
明显的,容易的 清楚的 出现的 理解的 看到的 
职业,一个 生活 职业 工作 
占用,忙 空缺 已满 行动 包含 
海洋,水 正文 盐 深 海 大 
章鱼,杯 生活 大 动物 触手 八 海洋 水 腿 鱼 丑 吃 游泳 墨水 海 射击 
奇数,偶 通常 不同 数 奇数 
赔率,可能 偶数 赢 相反 下注 机会 喜欢 
冒犯,感觉 沮丧 伤害 原因 侮辱 愤怒 
进攻,比分 体育 伤害 原因 攻击 犯罪 进攻 团队 粗鲁 防守 足球 
办公室,电话 办公桌 计算 地方 空间 椅子 纸 房间 显示 业务 工作 生成 多维数据集 人 
军官,力 当局 军事 法律 办公室 等级 警察 人 
官方,当局 办公室 规则 真实 人 
舞台下,背后 舞台 播放 幕布 现场 行动 
经常,频率 更多 发生 时间 超过 
石油,燃料 生产 库克 泄漏 天然气 石油 汽车 液体 汽油 黑色 
oink,大声 沟通 讨厌的人 嘴里 脂肪 s 声音 猪 农场 空气 行动 鼻子 污垢 人类 间距 表达 粉色 短 动物令人讨厌的 
软膏,应用 药膏 奶油 皮肤 乳液 医学 治愈 
老,皱纹 新 长 年龄 父母 
寡头,窗体 很少 小 权力 人 规则 控制 组 政府 
橄榄,水果 比萨 基坑 好 绿色 椭圆形 沙拉 食品 小 红色 蔬菜 吃 成长 马提尼酒 树 黑色 意大利面 油 
奥运会,事件 体育 运动员 健身房 游泳 
欧米茄,希腊 阿尔法 字母表 结束 字母 
一次,两个 再次 一个 发生 时间 
一个,两个 单 数量 第一 单独 
洋葱,花园 汤 锋利 水 蔬菜 嘎吱咬嚼 茎 吃 红色地面 灯泡 植物 层 根 成分 气味 一轮 干 撕裂 库克 人类 哭 原料 坏 白 烘烤 皮肤 黄色 可以 愈合 口味 生产 沙拉 酥 成长 呼吸 西班牙 强 绿色 印章 
打开,可用 存储 业务 关闭 门 开始 对面 孔 
开罐器,打开 操作 对象 开始 可以 
操作,程序 手术 医生 游戏 医院 
对立,相同 直接 不同 相反 完整 
乐观,看看 侧 光明 快乐 希望 积极 
选项,决定 替代 一个 选择 股票 
橙色,水果 浓 颜色 圆 光明 c 甜 橙色 佛罗里达 良好 吃 柑橘 混乱味道 果皮 软 果汁 治愈 
乐团,音乐 乐队 进行 仪器 播放 字符串 组 交响乐 大 行为 
兰花,颜色 花 类型 气味 植物 
折磨,事件 情况 测试 审判 经验 
顺序,命令 安排 指示 顺序 权限 
井井有条,干净 组织 整洁 医院 
普通,平均 普通 
矿石,矿物 岩 矿 金属 地球 桨 铁 
牛至,意大利 库克 风味 食品 草药 植物 香料 
组织,鼻子 清洁 吹 顺序 保持 纸 白 舒适 整洁 软 
性高潮,感觉 高峰 好 高潮 性 女人 请 
东方,东 国家 定位 中国 亚洲 
原始,副本 一个 第一 种类 独特 
起源,来 创建 起源 开始 
黄ori,蛋 棒球 羽毛 橙色 翼 飞 鸟 喙 铺设 黑色 
饰品,珠宝 服饰 基督 装饰 树 
排斥,西班牙语 排除 避开 离开 组 
鸵鸟,动物园 看看 羽毛 棍 脖子 腿 非洲 长 飞 翼 运行 蛋 鸟 奇怪 不能 沙 
水獭,棕色 动物 水 游泳 吃 可爱 毛皮 哺乳动物 尾巴 
哎呀,伤口 受伤 疼痛 表达 请 
盎司,磅 一个 小 称重 十六 金额 单位 措施 
外面,外面 棒球 里面 地方 离开 对面 
户外,外面 打开 离开 门 空气 
外向,社交 朋友 谈话 性格外向 人 
插座,工具 墙 电动 退出 地方 连接 购物中心 存储 眼 插头 
残忍的,震惊的 嘲笑的 极端的 狂热的 荒谬的 
椭圆形,圆 椭圆形 形状 鸡蛋 细长 长方形 
烤箱,烧伤 机架 库克 电动 由 电器 食品 气味 首页 热 危险 烘烤 煮 气体 温度 厨房 
上方,顶部 下方 上方 结束 完成 
霸道,讨厌 母亲 统治 控制 超过 
克服,过来 来 赢 障碍 击败 
溢出,流 秋天 溢出 洪水 更多 过量 水 原因 运行 额外 允许 散点图 超过 包含 
覆盖,顶部 放置 封面 覆盖 层 
压倒性,力量 坚强 采取 结束 控制 来临 
概述,简介 一般 查找 概述 点 
不堪重负,手 压力 过来 熊 
欠,钱 借款 支付 债务 
猫头鹰,棕色 羽毛 鼠标 动物 树 喙 吃 翼 hoot 飞 鸟 眼 森林 夜间 
自己的,财产 拥有 矿 属于 人 
所有者,持有 适当 财产 拥有 一个 自己 建立 自己的 业务 权利 人 
氧气,生活 人类 水 生存 需要 气体 植物 呼吸 元素 空气 
牡蛎,壳 珍珠 吃 海 软体动物 
臭氧,地球 气体 三 大气 空气 层 氧气 
包,棕色 一起 项目 动物 ups 包装 框 传递 发送 目前 邮件 礼品 组 狼 包含 
桨,移动 通过 木材 水 行 游泳 推进 桨 船 极点 
水稻,棕色 库克 爱尔兰语 字段 大米 食品 小 水 成长 中国 白 吃 一轮 货车 粮食 
页,件 书 一个 页 纸 部分 
桶,包含 携带 斗 水 举行 液体 沙 
油漆,传播 水 艺术 更改 液体 层 作业 新 封面 保护 作用 颜色 壁 人类 手臂 大衣 出现 铅 工作 图片 硬手 油漆 纸张 清洁 房子 对象 画笔 
对,两个 夫妇 直接 正确 袜子 鞋 转 道德 手 在一起 离开 错了 答案 对面 
宫,大厦 生活 国王 地方 首页 城堡 女王 皇家 房子 居住 生成 大 
苍白,颜色 光 缺乏 皮肤 棕褐色 白 生病 
棕榈,里面 类型 热带 部分 树 手 
泛,库克 顶部 黄金 盖 金属 油炸 查找 炉灶 大衣 无 棒 手 一轮 铸造 铁 厨房 
煎饼,糖浆 早餐 食品 吃 美味 黄油 一轮 鸡蛋 绒毛 
面板,墙 件 法官 讨论 木材 集团 人 
全景图,宽幅 观看 相机 场景 图片 
裤子,两个 邮编 长 正文 女人 材料 低 按钮 舒适 底部 层 黑色 孔 口袋 对象污垢 皮带 循环 裤子 温暖 封面 磨损 保护 颜色 腿部 人类 之一 袖口 时尚 吉恩 裙子 布 大小 类型 羊毛 冷 缝 贝尔 蓝色 
纸,打印 表 木材 材料 写 
回形针,电线 一起 剪辑 金属 小 办公室 纸 塑料 举行 弯曲 供应 
游行,3月 进程 庆祝 乐队 浮动 街道 人 
长尾小鹦鹉,唱歌 颜色 chi 羽毛 笼 种子 谈话 小 宠物 喙 热带 翼 吃 飞 鸟 大声 
包裹,捆绑 件 土地 传递 包 发送 邮件 
干燥,口渴 水 需要 干 水合 
父母,教 生活 爱 帮助 采取 母亲 妈妈 儿童 父亲 爸爸 护理 培养 提供 人 
巴黎,塔 大 埃菲尔铁塔 查找 资本 城市 法国 旅游 
公园,草 字段 幻灯片 乐趣 公共 娱乐 播放 区域 地方 儿童 秋千 树 步行 孩子 汽车 人 
